出現形	ICDコード	標準病名	しゅつげんけい	東大診療録頻度
ゴットロン丘疹	L944	ゴットロン丘疹	ごっとろんきゅうしん	9
ヨード過敏症	T887	ヨード過敏症	よーどかびんしょう	9
気逆	R688	気逆	きぎゃく	9
距骨骨髄炎	M8697	距骨骨髄炎	きょこつこつずいえん	9
腸骨骨髄炎	M8695	腸骨骨髄炎	ちょうこつこつずいえん	9
尿毒症性ニューロパチー	N188	尿毒症性ニューロパチー	にょうどくしょうせいにゅーろぱちー	9
平衡異常	H819	平衡異常	へいこういじょう	9
アレルギー性接触皮膚炎	L239	アレルギー性接触皮膚炎	あれるぎーせいせっしょくひふえん	9
ヒノキ花粉症	J301	ヒノキ花粉症	ひのきかふんしょう	9
一過性浮腫	R609	一過性浮腫	いっかせいふしゅ	9
一側性続発性膝関節症	M175	一側性続発性膝関節症	いっそくせいぞくはつせいしつかんせつしょう	9
陰茎出血	N488	陰茎出血	いんけいしゅっけつ	9
外陰萎縮	N905	外陰萎縮	がいいんいしゅく	9
眼球熱傷	T264	眼球熱傷	がんきゅうねっしょう	9
歯冠継続歯脱離	T888	歯冠継続歯脱離	しかんけいぞくしだつり	9
神経障害性脊椎障害	G98	神経障害性脊椎障害	しんけいしょうがいせいせきついしょうがい	9
全身性多汗症	R611	全身性多汗症	ぜんしんせいたかんしょう	9
腸仙痛	R103	腸仙痛	ちょうせんつう	9
爪甲縦裂症	L603	爪甲縦裂症	そうこうじゅうれつしょう	9
殿部血管脂肪腫	D171	殿部血管脂肪腫	でんぶけっかんしぼうしゅ	9
乳房皮膚炎	L309	乳房皮膚炎	にゅうぼうひふえん	9
背部軟性線維腫	D171	背部軟性線維腫	はいぶなんせいせんいしゅ	9
複聴	H932	複聴	ふくちょう	9
薬物性肝硬変	K717	薬物性肝硬変	やくぶつせいかんこうへん	9
趾爪下血腫	S902	趾爪下血腫	しそうかけっしゅ	9
体重増加	R635	体重増加	たいじゅうぞうか	8
脊髄血腫	T093	脊髄血腫	せきずいけっしゅ	8
半月板障害	M2399	半月板障害	はんげつばんしょうがい	8
しゃっくり	R066	しゃっくり	しゃっくり	8
第２度熱傷	T302	第２度熱傷	だいにどねっしょう	8
膝色素性絨毛結節性滑膜炎	M1226	膝色素性絨毛結節性滑膜炎	ひざしきそせいじゅうもうけっせつせいかつまくえん	8
胃消化管間質腫瘍	C169	胃消化管間質腫瘍	いしょうかかんかんしつしゅよう	8
斜頭症	Q673	斜頭症	しゃとうしょう	8
上葉小細胞肺癌	C341	上葉小細胞肺癌	じょうようしょうさいぼうはいがん	8
前腕滑膜肉腫	C491	前腕滑膜肉腫	ぜんわんかつまくにくしゅ	8
肝機能検査異常	R945	肝機能検査異常	かんきのうけんさいじょう	8
感染性皮膚炎	L303	感染性皮膚炎	かんせんせいひふえん	8
下葉小細胞肺癌	C343	下葉小細胞肺癌	かようしょうさいぼうはいがん	8
下腿皮下腫瘤	R224	下腿皮下腫瘤	かたいひかしゅりゅう	8
腓骨神経損傷	S841	腓骨神経損傷	ひこつしんけいそんしょう	8
腋窩腫瘍	D487	腋窩腫瘍	えきかしゅよう	8
頚部化膿性リンパ節炎	L040	頚部化膿性リンパ節炎	けいぶかのうせいりんぱせつえん	8
２型糖尿病性黄斑浮腫	E113	２型糖尿病性黄斑浮腫	にがたとうにょうびょうせいおうはんふしゅ	8
特発性両側性感音難聴	H912	特発性両側性感音難聴	とくはつせいりょうそくせいかんおんなんちょう	8
脈絡膜血管腫	D180	脈絡膜血管腫	みゃくらくまくけっかんしゅ	8
中指骨折	S6260	中指骨折	ちゅうしこっせつ	8
前庭炎	H830	前庭炎	ぜんていえん	8
急性十二指腸潰瘍穿孔	K261	急性十二指腸潰瘍穿孔	きゅうせいじゅうにしちょうかいようせんこう	8
新生児脳室内出血	P523	新生児脳室内出血	しんせいじのうしつないしゅっけつ	8
膝関節特発性骨壊死	M8706	膝関節特発性骨壊死	しつかんせつとくはつせいこつえし	8
環指骨折	S6260	環指骨折	かんしこっせつ	8
ヒステリー性てんかん	F445	ヒステリー性てんかん	ひすてりーせいてんかん	8
中足骨腫瘍	D480	中足骨腫瘍	ちゅうそくこつしゅよう	8
脊髄硬膜内髄外神経鞘腫	D321	脊髄硬膜内髄外神経鞘腫	せきずいこうまくないずいがいしんけいしょうしゅ	8
先天性角化異常症	Q828	先天性角化異常症	せんてんせいかくかいじょうしょう	8
一次性シェーグレン症候群	M350	一次性シェーグレン症候群	いちじせいしぇーぐれんしょうこうぐん	8
外陰部アポクリン腺癌	C519	外陰部アポクリン腺癌	がいいんぶあぽくりんせんがん	8
鎖骨下動脈損傷	S251	鎖骨下動脈損傷	さこつかどうみゃくそんしょう	8
肘部軟部腫瘍	D481	肘部軟部腫瘍	ちゅうぶなんぶしゅよう	8
若年性皮膚筋炎	M330	若年性皮膚筋炎	じゃくねんせいひふきんえん	8
下垂体性尿崩症	E232	下垂体性尿崩症	かすいたいせいにょうほうしょう	8
一過性低血圧症	I959	一過性低血圧症	いっかせいていけつあつしょう	8
下腿腫瘍	D487	下腿腫瘍	かたいしゅよう	8
顔面骨骨折後遺症	T902	顔面骨骨折後遺症	がんめんこつこっせつこういしょう	8
気管支喘息合併妊娠	O995	気管支喘息合併妊娠	きかんしぜんそくがっぺいにんしん	8
陳旧性椎体圧迫骨折	T911	陳旧性椎体圧迫骨折	ちんきゅうせいついたいあっぱくこっせつ	8
特発性網膜剥離	H330	特発性網膜剥離	とくはつせいもうまくはくり	8
頬部有棘細胞癌	C443	頬部有棘細胞癌	きょうぶゆうきょくさいぼうがん	8
同性愛	F662	同性愛	どうせいあい	8
バルトリン腺腫	D280	バルトリン腺腫	ばるとりんせんしゅ	8
外耳道骨腫	D164	外耳道骨腫	がいじどうこつしゅ	8
外傷性皮下血腫	T140	外傷性皮下血腫	がいしょうせいひかけっしゅ	8
急性小脳性失調症	G048	急性小脳性失調症	きゅうせいしょうのうせいしっちょうしょう	8
多発開放骨折	T0291	多発開放骨折	たはつかいほうこっせつ	8
多発性骨壊死	M8790	多発性骨壊死	たはつせいこつえし	8
大網ヘルニア	K469	大網ヘルニア	だいもうへるにあ	8
微小血管障害性溶血性貧血	D594	微小血管障害性溶血性貧血	びしょうけっかんしょうがいせいようけつせいひんけつ	8
内眼筋麻痺	H525	内眼筋麻痺	ないがんきんまひ	8
薬物性肝炎	K716	薬物性肝炎	やくぶつせいかんえん	8
器質性緊張病性障害	F061	器質性緊張病性障害	きしつせいきんちょうびょうせいしょうがい	8
頚部転移性腫瘍	C798	頚部転移性腫瘍	けいぶてんいせいしゅよう	8
骨形成不全症３型	Q780	骨形成不全症３型	こつけいせいふぜんしょうさんがた	8
術後高眼圧症	H598	術後高眼圧症	じゅつごこうがんあつしょう	8
処女膜狭窄症	N896	処女膜狭窄症	しょじょまくきょうさくしょう	8
足母斑細胞母斑	D227	足母斑細胞母斑	あしぼはんさいぼうぼはん	8
潰瘍性口内炎	K121	潰瘍性口内炎	かいようせいこうないえん	8
二次性肝外門脈閉塞症	I81	二次性肝外門脈閉塞症	にじせいかんがいもんみゃくへいそくしょう	8
慢性上気道炎	J398	慢性上気道炎	まんせいじょうきどうえん	8
無症候性多発性脳梗塞	I638	無症候性多発性脳梗塞	むしょうこうせいたはつせいのうこうそく	8
無排卵症	N970	無排卵症	むはいらんしょう	8
円柱尿	R828	円柱尿	えんちゅうにょう	8
胸膜肺炎	J188	胸膜肺炎	きょうまくはいえん	8
スキーン腺膿瘍	N340	スキーン腺膿瘍	すきーんせんのうよう	8
遺伝性血小板減少症	D694	遺伝性血小板減少症	いでんせいけっしょうばんげんしょうしょう	8
下咽頭熱傷	T280	下咽頭熱傷	かいんとうねっしょう	8
下行結腸憩室出血	K573	下行結腸憩室出血	かこうけっちょうけいしつしゅっけつ	8
下腿難治性皮膚潰瘍	L97	下腿難治性皮膚潰瘍	かたいなんちせいひふかいよう	8
外傷性散瞳	H570	外傷性散瞳	がいしょうせいさんどう	8
外傷性前房出血	S051	外傷性前房出血	がいしょうせいぜんぼうしゅっけつ	8
口腔異物	T180	口腔異物	こうくういぶつ	8
産褥子宮内膜炎	O85	産褥子宮内膜炎	さんじょくしきゅうないまくえん	8
子宮類内膜腺癌	C541	子宮類内膜腺癌	しきゅうるいないまくせんがん	8
椎間板ヘルニア性腰痛症	M512	椎間板ヘルニア性腰痛症	ついかんばんへるにあせいようつうしょう	8
野兎病	A219	野兎病	やとびょう	8
卵巣発育不全	E283	卵巣発育不全	らんそうはついくふぜん	8
老人性眼瞼内反症	H020	老人性眼瞼内反症	ろうじんせいがんけんないはんしょう	8
エキノコックス症	B679	エキノコックス症	えきのこっくすしょう	8
サルモネラ敗血症	A021	サルモネラ敗血症	さるもねらはいけつしょう	8
仮性膵のう胞	K863	仮性膵のう胞	かせいすいのうほう	8
ＰＩＰ関節炎	M1314	ＰＩＰ関節炎	ＰＩＰかんせつえん	8
胸膜悪性腫瘍	C384	胸膜悪性腫瘍	きょうまくあくせいしゅよう	8
肺静脈血栓塞栓症	I269	肺静脈血栓塞栓症	はいじょうみゃくけっせんそくせんしょう	8
２型糖尿病性腎症第２期	E112	２型糖尿病性腎症第２期	にがたとうにょうびょうせいじんしょうだいにき	8
Ｄ型肝炎	B178	Ｄ型肝炎	Ｄがたかんえん	8
チャンス骨折	T08-0	チャンス骨折	ちゃんすこっせつ	8
外眼筋不全麻痺	H499	外眼筋不全麻痺	がいがんきんふぜんまひ	8
外傷性皮下気腫	T797	外傷性皮下気腫	がいしょうせいひかきしゅ	8
角膜乾燥症	H188	角膜乾燥症	かくまくかんそうしょう	8
急性尿道炎	N342	急性尿道炎	きゅうせいにょうどうえん	8
境界型高血圧症	I10	境界型高血圧症	きょうかいがたこうけつあつしょう	8
胸部損傷	S299	胸部損傷	きょうぶそんしょう	8
局所性多汗症	R610	局所性多汗症	きょくしょせいたかんしょう	8
筋ヘルニア	M6289	筋ヘルニア	きんへるにあ	8
股関節損傷	S799	股関節損傷	こかんせつそんしょう	8
後天性外耳道狭窄	H613	後天性外耳道狭窄	こうてんせいがいじどうきょうさく	8
子癇	O159	子癇	しかん	8
視神経髄膜炎	G039	視神経髄膜炎	ししんけいずいまくえん	8
耳介後部腫瘤	H618	耳介後部腫瘤	じかいこうぶしゅりゅう	8
症候性胸腰椎側弯症	M4155	症候性胸腰椎側弯症	しょうこうせいきょうようついそくわんしょう	8
脊髄性ショック	T093	脊髄性ショック	せきずいせいしょっく	8
先天性気管支軟化症	Q322	先天性気管支軟化症	せんてんせいきかんしなんかしょう	8
先天性水腎水尿管	Q620	先天性水腎水尿管	せんてんせいすいじんすいにょうかん	8
潜在胎児仮死	O368	潜在胎児仮死	せんざいたいじかし	8
多形日光疹	L564	多形日光疹	たけいにっこうしん	8
体質性低身長	E343	体質性低身長	たいしつせいていしんちょう	8
単頚双角子宮	Q513	単頚双角子宮	たんけいそうかくしきゅう	8
直腸間葉系腫瘍	D375	直腸間葉系腫瘍	ちょくちょうかんようけいしゅよう	8
頭部外傷後精神障害	F069	頭部外傷後精神障害	とうぶがいしょうごせいしんしょうがい	8
脳室海綿状血管腫	Q283	脳室海綿状血管腫	のうしつかいめんじょうけっかんしゅ	8
膝蓋靱帯炎	M7656	膝蓋靱帯炎	しつがいじんたいえん	8
両側性不完全唇裂	Q360	両側性不完全唇裂	りょうそくせいふかんぜんしんれつ	8
裂足	Q727	裂足	れっそく	8
老人性肺炎	J189	老人性肺炎	ろうじんせいはいえん	8
肺吸虫症	B664	肺吸虫症	はいきゅうちゅうしょう	8
日本海裂頭条虫症	B700	日本海裂頭条虫症	にほんかいれっとうじょうちゅうしょう	8
アデノウイルス咽頭炎	J028	アデノウイルス咽頭炎	あでのういるすいんとうえん	8
ウェルニッケ失語症	F802	ウェルニッケ失語症	うぇるにっけしつごしょう	8
ビタミンＥ欠乏症	E560	ビタミンＥ欠乏症	びたみんＥけつぼうしょう	8
ポリオ	A809	ポリオ	ぽりお	8
一過性蛋白尿	R80	一過性蛋白尿	いっかせいたんぱくにょう	8
咽頭結核	A168	咽頭結核	いんとうけっかく	8
覚醒剤依存症	F152	覚醒剤依存症	かくせいざいいぞんしょう	8
冠状動脈解離	I248	冠状動脈解離	かんじょうどうみゃくかいり	8
眼熱傷	T264	眼熱傷	がんねっしょう	8
眼瞼部腫瘍	D487	眼瞼部腫瘍	がんけんぶしゅよう	8
機能性性器出血	R31	機能性性器出血	きのうせいせいきしゅっけつ	8
肩関節脱臼骨折	S4210	肩関節脱臼骨折	かたかんせつだっきゅうこっせつ	8
口蓋垂炎	K122	口蓋垂炎	こうがいすいえん	8
高アルカリホスファターゼ血症	R748	高アルカリホスファターゼ血症	こうあるかりほすふぁたーぜけっしょう	8
腰部皮下出血	R233	腰部皮下出血	ようぶひかしゅっけつ	8
骨結核	A180	骨結核	こつけっかく	8
鎖骨部腫瘍	D487	鎖骨部腫瘍	さこつぶしゅよう	8
自己臭恐怖	F220	自己臭恐怖	じこしゅうきょうふ	8
尺骨開放骨折	S5221	尺骨開放骨折	しゃっこつかいほうこっせつ	8
上肢筋肉痛	M7919	上肢筋肉痛	じょうしきんにくつう	8
上腕骨遠位端粉砕骨折	S4240	上腕骨遠位端粉砕骨折	じょうわんこつえんいたんふんさいこっせつ	8
食片圧入	K062	食片圧入	しょくへんあつにゅう	8
進行性家族性肝内胆汁うっ滞症	K710	進行性家族性肝内胆汁うっ滞症	しんこうせいかぞくせいかんないたんじゅううったいしょう	8
進行性筋ジストロフィー	G710	進行性筋ジストロフィー	しんこうせいきんじすとろふぃー	8
先天性皮膚欠損	Q848	先天性皮膚欠損	せんてんせいひふけっそん	8
先天性橈骨頭脱臼	Q688	先天性橈骨頭脱臼	せんてんせいとうこつとうだっきゅう	8
足熱傷	T250	足熱傷	あしねっしょう	8
中指痛	M7964	中指痛	ちゅうしつう	8
陳旧性顔面神経麻痺	G510	陳旧性顔面神経麻痺	ちんきゅうせいがんめんしんけいまひ	8
統合失調症様状態	F208	統合失調症様状態	とうごうしっちょうしょうようじょうたい	8
