患者表現	出現形	標準病名
血が混じる	潜血,肉眼的血尿,尿潜血,血痰,血尿	顕微鏡的血尿,肉眼的血尿,血痰,血尿
血が混じること	潜血	顕微鏡的血尿
血が混じる痰	血痰	血痰
血が滞る	循環不全	急性循環不全,末梢循環不全
血が潜んでる	潜血	顕微鏡的血尿
血が甘い	高血糖	高血糖症
血が騒ぐ	血管雑音	動脈性雑音
血のしょんべん	血尿	血尿
血のまざったたん	血痰	血痰
血のような色の尿が出る	血尿	血尿
血のタン	血痰	血痰
血のビルビリンが多い	高ビリルビン血症	高ビリルビン血症
血の回りがわるい	循環不全	急性循環不全,末梢循環不全
血の固まり	潜血	顕微鏡的血尿
血の塊が出来ている	点状出血	点状出血
血の巡りが悪い	末梢循環不全,循環不全	末梢循環不全,急性循環不全,末梢循環不全
血の巡りが悪い異なる	循環不全	急性循環不全,末梢循環不全
血の巡りが悪くなる	循環不全	急性循環不全,末梢循環不全
血の循環が悪くなり支障をきたす	出血性ショック	出血性ショック
血の成分がおかしい	高血糖,低酸素血症	高血糖症,低酸素血症
血の気がない	顔色不良	顔面蒼白
血の流れる音に雑音が混ざっている	血管雑音	動脈性雑音
血の混じったおしっこ	血尿	血尿
血の混じったたん	血痰	血痰
血の混じった便	タール便	黒色便
血の混じった尿	血尿	血尿
血の混じった淡	血痰	血痰
血の混じった痰	血痰	血痰
血の混じってる腹水	血性腹水	血性腹水
血の混じり	潜血	顕微鏡的血尿
血の異常	低補体血症	低補体血症
血の病気の一種	高炭酸ガス血症	高炭酸ガス血症
血の痰	血痰	血痰
血の跡がある	出血斑	斑状出血
血まめ	嚢胞内出血	内出血
血みどろ	出血性ショック	出血性ショック
血をはく	喀血	喀血
血を吐く	喀血,血痰,肺出血	喀血,血痰,肺出血
血を含んだ痰	血痰	血痰
血を流しすぎて気を失う	出血性ショック	出血性ショック
血を見て気分が悪い	出血性ショック	出血性ショック
血中のLDHが高い	高LDH血症	
血中のckpが高い状態	高ＣＰＫ血症	高クレアチンキナーゼ血症
血中アミラーゼ上昇	高アミラーゼ血症	高アミラーゼ血症
血中アルカリフォスファターゼ上昇	高ＡＬＰ血症	高アルカリホスファターゼ血症
血中クレアチンキナーゼ値が高い	高ＣＫ血症	高クレアチンキナーゼ血症
血中ビリルビン濃度が高い	高ビリルビン血症	高ビリルビン血症
血中乳酸値が正常値より高い症状	高乳酸血症	高乳酸血症
血中二酸化炭素の濃度が上がる	CO２ナルコーシス	
血中炭酸ガス濃度が高い状態	高炭酸ガス血症	高炭酸ガス血症
血中酸素	動脈血ガス	血液ガス値異常
血中酸素濃度低下	チアノーゼ	チアノーゼ
血便	黒色便,潜血,タール便	黒色便,顕微鏡的血尿
血便の一種	黒色便	黒色便
血出た	出血	出血
血圧が高い	高血糖,高ビリルビン血症	高血糖症,高ビリルビン血症
血尿	尿潜血,褐色尿,黒色便,肉眼的血尿,血尿	顕微鏡的血尿,ビリルビン尿,黒色便,肉眼的血尿,血尿
血栓	末梢循環不全,血痰	末梢循環不全,血痰
血流が悪い	循環不全	急性循環不全,末梢循環不全
血流が悪い状態	循環不全	急性循環不全,末梢循環不全
血流の異常音	血管雑音	動脈性雑音
血流異常	動悸発作	動悸
血流障害	高ＣＫ血症,循環不全	高クレアチンキナーゼ血症,急性循環不全,末梢循環不全
血液	潜血	顕微鏡的血尿
血液がでる	出血	出血
血液がどろどろ	高LDH血症	
血液がどろどろしている	高ＣＰＫ血症	高クレアチンキナーゼ血症
血液が体内にたまること	血性腹水	血性腹水
血液が全身にいきわたらない	循環不全	急性循環不全,末梢循環不全
血液が大量に体外に出ること	大量出血	多量出血
血液が流れにくい	洞性頻脈（どうせいじょうみゃく）	
血液に問題がある	高ＩｇＧ４血症	ＩｇＧ４関連疾患,高ＩｇＧ血症
血液に腹水が混在した状態	血性腹水	血性腹水
血液の循環がうまくいかない	循環不全	急性循環不全,末梢循環不全
血液の混じった痰	血痰	血痰
血液の通っていない状態	壊死	壊死
血液ドロドロ	高血糖	高血糖症
血液中に二酸化炭素が多い状態	CO２ナルコーシス	
血液中のCPKが高い	高ＣＰＫ血症	高クレアチンキナーゼ血症
血液中のIgEが多い	高ＩｇＥ血症	高ＩｇＥ血症
血液中のLDHが高い	高LDH血症	
血液中のさんそが低い	低酸素血症	低酸素血症
血液中のアミラーゼが高くなる	高アミラーゼ血症	高アミラーゼ血症
血液中のブドウ糖濃度が高い	高血糖	高血糖症
血液中の乳酸が多い	高乳酸血症	高乳酸血症
血液中の二酸化炭素が多い	高二酸化炭素血症	高炭酸ガス血症
血液中の二酸化炭素が著しく増加した状態	高炭酸ガス血症	高炭酸ガス血症
血液中の二酸化炭素の濃度が著しく増加した状態	高炭酸ガス血症	高炭酸ガス血症
血液中の抗体がたくさんある症状	抗体価上昇	抗体価上昇
血液中の脂質の数値が高い症状	高LDH血症	
血液中の酸素濃度が低い	低酸素血症	低酸素血症
血液中の酸素量が低い状態	低酸素血症	低酸素血症
血混じりのおしっこ	血尿	血尿
血混じりのにょう	肉眼的血尿	肉眼的血尿
血混じりの尿	尿潜血	顕微鏡的血尿
血清中の補体成分が低下する症状	低補体血症	低補体血症
血痰	喀痰	喀痰
血管がよく流れない	血管雑音	動脈性雑音
血管に雑音が聞こえる	血管雑音	動脈性雑音
血管の一種	洞性頻脈（どうせいじょうみゃく）,高度徐脈,徐脈,頻脈	徐脈,頻脈症,洞頻脈
血管の雑音	血管雑音	動脈性雑音
血管異常	血管雑音	動脈性雑音
血管破裂	再出血	出血
血管老化	徐脈性不整脈,点状出血	徐脈性不整脈,点状出血
血糖が高い	高血糖	高血糖症
血糖値が上がる	食後高血糖	高血糖症
血糖値が普通よりも高め	耐糖能異常	耐糖能異常
血糖値が正常より高い状態	耐糖能異常	耐糖能異常
血糖値が高い	高血糖,耐糖能異常	高血糖症,耐糖能異常
血糖値が高め	高血糖	高血糖症
血糖値のコントロールが自分できないこと	耐糖能障害	耐糖能異常
血糖値上昇	高血糖	高血糖症
血糖値高め	耐糖能異常	耐糖能異常
血糖異常	耐糖能異常	耐糖能異常
血色の悪い	顔色不良	顔面蒼白
血色不良	顔色不良	顔面蒼白
血行不良	末梢循環不全,高二酸化炭素血症,痺れ	末梢循環不全,高炭酸ガス血症,しびれ感
血行障害	末梢循環不全,痺れ	末梢循環不全,しびれ感
血豆	皮下出血斑	皮下出血
行動がおかしい	異常行動	異常行動
行動が変になる	異常行動	異常行動
被爆	線状影	胸部異常陰影
複数のリンパ節が腫れる	多発リンパ節腫大	リンパ節腫大
複数の内臓が危険	多臓器障害	多臓器不全
複数の内臓機能に問題がおきる	多臓器障害	多臓器不全
複数の臓器がおかしい	多臓器不全	多臓器不全
複数の臓器に機能障害	多臓器不全	多臓器不全
複数の臓器に障害がある	多臓器障害	多臓器不全
複数の臓器の不具合	多臓器不全	多臓器不全
複数の臓器の動きが悪くなる	多臓器不全	多臓器不全
複数の臓器の異常	多臓器障害	多臓器不全
複数の臓器不能	多臓器不全	多臓器不全
複数臓器不全	多臓器障害	多臓器不全
複数臓器機能障害	多臓器不全	多臓器不全
褐色のオシッコ	褐色尿	ビリルビン尿
褐色の尿	褐色尿	ビリルビン尿
褐色の尿が出ること	褐色尿	ビリルビン尿
覆水盆に返らず	大量腹水	腹水症
見えてないものが見える	幻覚	幻覚
見えないものが見える状態	幻覚	幻覚
見える血尿	肉眼的血尿	肉眼的血尿
見た目がチーズに似た細胞の死体	乾酪壊死	壊死
見た目にはわからないがおしっこに少し血が混じっている状態	顕微鏡的血尿	顕微鏡的血尿
見てわからない血尿	尿潜血	顕微鏡的血尿
見るからにおしっこに血が混じっている	肉眼的血尿	肉眼的血尿
見当識	意識混濁,意識障害	意識混濁,意識障害
見当識異常	見当識障害	見当識障害
見当識障害	見当識障害	見当識障害
見当違い	見当識障害	見当識障害
規則的で遅い脈	洞性徐脈	洞徐脈
視界が揺れること	眩暈	めまい
視界が暗いこと	眼前暗黒感	眼前暗黒
視界が暗くなる	眼前暗黒感	眼前暗黒
視界が暗くなること	眼前暗黒感	眼前暗黒
覚えが悪くなる	記銘力障害	記銘力低下,記憶障害
覚えておくことができなくなる障害	記銘力障害	記銘力低下,記憶障害
覚えてない症状	記憶障害	記憶障害
覚えられない	記憶障害	記憶障害
覚えることができない	記憶障害	記憶障害
覚える能力の低下	記銘力低下	記銘力低下
観戦異常	末梢循環不全	末梢循環不全
角質	落屑	鱗屑
触ると少し痛い	軽度圧痛	圧痛
言い間違えること	失語	失語症
言葉がうまく発せられない	呂律不良	不明瞭言語
言葉がきれいに発音できない	呂律不良	不明瞭言語
言葉がでない	失語	失語症
言葉がはっきりとしゃべれない症状	呂律不良	不明瞭言語
言葉がはっきり話せない	呂律困難	構音障害
言葉が上手く構成できない	構語障害	構語障害
言葉が出てこない	失語症,失語	失語症
言葉が出て来ない	失語	失語症
言葉が出ない	失語,失語症,運動性失語,構語障害,呂律障害	失語症,運動性失語症,構語障害,構音障害
言葉が出なくなる	失語症,失語	失語症
言葉が出にくい	失語症	失語症
言葉が変だ	構語障害	構語障害
言葉が思うようにうまく出てこない	失語症	失語症
言葉が発せない	失語症	失語症
言葉が発せられない	失語症	失語症
言葉が話せない	失語	失語症
言葉が話せなくなる	失語症	失語症
言葉の異常	構語障害	構語障害
言葉を口から発せない	失語	失語症
言葉を忘れた	失語症,失語	失語症
言葉を忘れる	失語症	失語症
言葉を発しようと思ってもでない	失語	失語症
言葉を話せない	失語	失語症
言葉忘れ	失語症	失語症
言語がおかしい	失語症	失語症
言語機能の低下	失語	失語症
言語障害	構音障害,構語障害,失語,失語症,呂律困難,呂律障害,呂律不良	構音障害,構語障害,失語症,不明瞭言語
記憶があいまいになる	物忘れ	健忘症
記憶がおかしくなる	記憶障害	記憶障害
記憶がない	記憶障害,意識障害	記憶障害,意識障害
記憶が困難	記憶障害	記憶障害
記憶が思い出せない	記憶障害	記憶障害
記憶が曖昧	記憶障害	記憶障害
記憶が曖昧になる	記憶障害	記憶障害
記憶が無くなる	意識消失	意識消失
記憶が飛ぶ	失神発作	失神
記憶が飛んだ	意識消失	意識消失
記憶に問題がおきる	記憶障害	記憶障害
記憶に障害があること	記銘力障害	記銘力低下,記憶障害
記憶力の低下	記銘力障害,物忘れ	記銘力低下,記憶障害,健忘症
記憶力低下	記銘力低下	記銘力低下
記憶力減退	意識レベル低下	意識障害
記憶力障害	記銘力障害	記銘力低下,記憶障害
記憶喪失	記憶障害,記銘力障害	記憶障害,記銘力低下,記憶障害
記憶消失	意識消失	意識消失
記憶障害	記銘力障害,物忘れ,記銘力低下	記銘力低下,記憶障害,健忘症,記銘力低下
記銘力障害	記銘力低下	記銘力低下
話しかけても答えられない状態	意識消失	意識消失
話しができない	失語	失語症
話し方が上手くいかない	呂律困難	構音障害
話すことが出来ない	構語障害	構語障害
話す状態の異常	失語	失語症
話せない	失語	失語症
話そうとしても言葉が出ない	失語	失語症
話をすることが困難	構語障害	構語障害
認知しづらい	知覚障害	知覚障害
認知しにくい	知覚障害	知覚障害
認知機能低下	記銘力障害	記銘力低下,記憶障害
認知症	見当識障害,記銘力障害,記銘力低下,物忘れ	見当識障害,記銘力低下,記憶障害,記銘力低下,健忘症
認識障害	意識障害	意識障害
誤嚥	嚥下機能障害	嚥下協調障害,嚥下障害
誤飲	嚥下障害	嚥下障害
謎の発熱	不明熱	不明熱
負荷があった部分がはれる	圧痕性浮腫	浮腫
貧尿	尿閉,乏尿	尿閉,乏尿
貧血	顔色不良,低補体血症,チアノーゼ,末梢循環不全,一過性意識障害	顔面蒼白,低補体血症,チアノーゼ,末梢循環不全,一過性意識障害
質量	ｍａｓｓ	腫瘤
赤あざ	出血斑	斑状出血
赤いおしっこ	肉眼的血尿	肉眼的血尿
赤いできものが広がる	発赤腫脹	発赤
赤いはれもの	発赤	発赤
赤いぶつぶつができる	発疹	発疹
赤いブツブツ	発赤	発赤
赤い尿	褐色尿	ビリルビン尿
赤い斑点	点状出血,出血斑	点状出血,斑状出血
赤い痣	出血斑	斑状出血
赤い発疹	発赤	発赤
赤い盛り上がった発疹	紅色丘疹	紅色丘疹
赤い腫れ物	発赤腫脹	発赤
赤い腫れ物が現れること	発赤腫脹	発赤
赤く、盛り上がったようにはれる	紅色丘疹	紅色丘疹
赤くただれる	発赤	発赤
赤くなってかゆい	紅色丘疹	紅色丘疹
赤くなってる	発赤	発赤
赤くなる	発赤	発赤
赤くなること	発赤腫脹	発赤
赤くなる状態	発赤	発赤
赤くはれた	発赤腫脹	発赤
赤くはれる	発赤腫脹	発赤
赤くむくむ	発赤腫脹	発赤
赤く腫れてる	発赤腫脹	発赤
赤く腫れる	発赤腫脹,皮疹	発赤,発疹
赤く腫れること	発赤腫脹	発赤
赤たん	出血斑	斑状出血
赤み	紅色丘疹,点状出血	紅色丘疹,点状出血
赤みが出る	発赤	発赤
赤みが増している	発赤腫脹	発赤
赤ら顔	発赤	発赤
赤出	出血	出血
赤化	発赤	発赤
赤斑点	発赤	発赤
起きてる状態の呼吸	起坐呼吸	起坐呼吸
起き上がって息をする	起坐呼吸	起坐呼吸
起坐呼吸	労作時呼吸困難,労作時呼吸困難感	労作時呼吸困難
足あざ	下肢浮腫	下肢浮腫
足がうずく	下肢疼痛	疼痛
足がうずくように痛い	下肢疼痛	疼痛
足がずきずき痛む	下肢疼痛	疼痛
足がだるい	下肢脱力感,下肢脱力	下肢脱力感
足がむくむ	下腿浮腫,下肢浮腫,浮腫性変化	下腿浮腫,下肢浮腫,浮腫
足がむくむこと	下腿浮腫	下腿浮腫
足がむくんだ	両下肢浮腫	下肢浮腫
足がむくんでいる	下肢浮腫	下肢浮腫
足がジンジン痛む	下肢疼痛	疼痛
足がズキズキ	下肢疼痛	疼痛
足がズキズキすること	下肢疼痛	疼痛
足が仮死	下腿浮腫	下腿浮腫
足が動かしにくい	四肢筋力低下	四肢筋力低下
足が弱る	四肢筋力低下	四肢筋力低下
足が疼く痛み	下肢疼痛	疼痛
足が痛い	下肢疼痛,左側胸部痛	疼痛,側胸部痛
足が腫れている	両下肢浮腫,下肢浮腫	下肢浮腫
足などの末梢の血液循環が悪い	末梢循環不全	末梢循環不全
足に力が入らない	下肢脱力感,下肢脱力,四肢脱力	下肢脱力感,四肢脱力
足に力が入らないこと	下肢脱力	下肢脱力感
足に力が入らない感じ	下肢脱力感	下肢脱力感
足に力が入りづらい	下肢脱力感	下肢脱力感
足のかゆみ	下肢疼痛	疼痛
足のしびれだるさ	下肢脱力感	下肢脱力感
足のむくみ	下肢浮腫,下腿浮腫,両側下腿浮腫,両下腿浮腫,両下肢浮腫,左下腿浮腫	下肢浮腫,下腿浮腫
足のももの内側が腫れている	両下腿浮腫	下腿浮腫
足のズキズキ	下肢疼痛	疼痛
足の両側が腫れている	両側下腿浮腫	下腿浮腫
足の力が入らない	下肢脱力	下肢脱力感
足の浮腫	下肢浮腫	下肢浮腫
足の浮腫み	両下肢浮腫,下腿浮腫	下肢浮腫,下腿浮腫
足の痛み	下肢疼痛	疼痛
足の筋力が落ちる	四肢筋力低下	四肢筋力低下
足の筋力が衰える	四肢筋力低下	四肢筋力低下
